date;price;ticker
2025-03-09;80601.0390625;BTC-USD
2025-03-10;78532.0;BTC-USD
2025-03-11;82862.2109375;BTC-USD
2025-03-12;83722.359375;BTC-USD
2025-03-13;81066.703125;BTC-USD
2025-03-14;83969.1015625;BTC-USD
2025-03-15;84343.109375;BTC-USD
2025-03-16;82579.6875;BTC-USD
2025-03-17;84075.6875;BTC-USD
2025-03-18;82718.5;BTC-USD
2025-03-19;86854.2265625;BTC-USD
2025-03-20;84167.1953125;BTC-USD
2025-03-21;84043.2421875;BTC-USD
2025-03-22;83832.484375;BTC-USD
2025-03-23;86054.375;BTC-USD
2025-03-24;87498.9140625;BTC-USD
2025-03-25;87471.703125;BTC-USD
2025-03-26;86900.8828125;BTC-USD
2025-03-27;87177.1015625;BTC-USD
2025-03-28;84353.1484375;BTC-USD
2025-03-29;82597.5859375;BTC-USD
2025-03-30;82334.5234375;BTC-USD
2025-03-31;82548.9140625;BTC-USD
2025-04-01;85169.171875;BTC-USD
2025-04-02;82485.7109375;BTC-USD
2025-04-03;83102.828125;BTC-USD
2025-04-04;83843.8046875;BTC-USD
2025-04-05;83504.796875;BTC-USD
2025-04-06;78214.484375;BTC-USD
2025-04-07;79781.375;BTC-USD
2025-03-09;2015.5091552734375;ETH-USD
2025-03-10;1861.1513671875;ETH-USD
2025-03-11;1919.844970703125;ETH-USD
2025-03-12;1908.982666015625;ETH-USD
2025-03-13;1862.9696044921875;ETH-USD
2025-03-14;1909.467529296875;ETH-USD
2025-03-15;1937.3946533203125;ETH-USD
2025-03-16;1887.43505859375;ETH-USD
2025-03-17;1927.0029296875;ETH-USD
2025-03-18;1932.54345703125;ETH-USD
2025-03-19;2057.7490234375;ETH-USD
2025-03-20;1982.099853515625;ETH-USD
2025-03-21;1964.8475341796875;ETH-USD
2025-03-22;1980.037841796875;ETH-USD
2025-03-23;2005.2991943359375;ETH-USD
2025-03-24;2077.47900390625;ETH-USD
2025-03-25;2067.76416015625;ETH-USD
2025-03-26;2009.1893310546875;ETH-USD
2025-03-27;2002.357421875;ETH-USD
2025-03-28;1895.5029296875;ETH-USD
2025-03-29;1827.3203125;ETH-USD
2025-03-30;1806.2186279296875;ETH-USD
2025-03-31;1823.47998046875;ETH-USD
2025-04-01;1905.491455078125;ETH-USD
2025-04-02;1795.313232421875;ETH-USD
2025-04-03;1815.63720703125;ETH-USD
2025-04-04;1815.335205078125;ETH-USD
2025-04-05;1805.9732666015625;ETH-USD
2025-04-06;1576.72802734375;ETH-USD
2025-04-07;1580.1492919921875;ETH-USD
2025-03-09;126.43543243408203;SOL-USD
2025-03-10;118.291748046875;SOL-USD
2025-03-11;125.26394653320312;SOL-USD
2025-03-12;126.58324432373047;SOL-USD
2025-03-13;123.28614807128906;SOL-USD
2025-03-14;133.31448364257812;SOL-USD
2025-03-15;135.91253662109375;SOL-USD
2025-03-16;125.98810577392578;SOL-USD
2025-03-17;128.16371154785156;SOL-USD
2025-03-18;125.31269836425781;SOL-USD
2025-03-19;135.572509765625;SOL-USD
2025-03-20;127.49718475341797;SOL-USD
2025-03-21;128.43031311035156;SOL-USD
2025-03-22;128.4849853515625;SOL-USD
2025-03-23;132.5993194580078;SOL-USD
2025-03-24;140.86927795410156;SOL-USD
2025-03-25;143.81707763671875;SOL-USD
2025-03-26;137.28857421875;SOL-USD
2025-03-27;138.34738159179688;SOL-USD
2025-03-28;129.42315673828125;SOL-USD
2025-03-29;124.587646484375;SOL-USD
2025-03-30;124.64263153076172;SOL-USD
2025-03-31;124.69412994384766;SOL-USD
2025-04-01;126.68238067626953;SOL-USD
2025-04-02;117.75762939453125;SOL-USD
2025-04-03;117.06145477294922;SOL-USD
2025-04-04;122.78688049316406;SOL-USD
2025-04-05;120.25899505615234;SOL-USD
2025-04-06;105.7120132446289;SOL-USD
2025-04-07;108.7646713256836;SOL-USD
